ID;Edad;Ingresos_Anuales;Historial_Crediticio;Monto_del_Prestamo;Plazo_del_Prestamo;Tasa_de_Interes;Deuda_Existente;Numero_de_Dependientes;Estado_Laboral;Proposito_del_Prestamo;Estado_Civil;Nivel_de_Educacion;Score_de_Riesgo_Interno;Resultado_del_Riesgo;Periodo
2973;62;$36,726.00;Malo;$14,203.00;19;9.2%;$40,290.00;5;Autónomo;Otros;Casado;Doctorado;604;1;2022-04
2974;23;$49,748.00;Regular;$3,550.00;21;11.7%;$36,887.00;4;Empleado;Emergencia;Casado;Maestría;532;1;2022-06
2975;28;$84,241.00;Bueno;$37,183.00;13;14.7%;$43,367.00;4;Autónomo;Otros;Divorciado;Preparatoria;719;1;2022-02
2976;48;$83,759.00;Regular;$29,200.00;36;9.0%;$46,335.00;3;Desempleado;Vivienda;Casado;Doctorado;595;1;2022-05
2977;62;$33,132.00;Regular;$23,039.00;10;12.2%;$39,039.00;2;Autónomo;Educación;Divorciado;Preparatoria;783;1;2022-07
2978;49;$62,657.00;Bueno;$17,255.00;32;13.3%;$46,673.00;1;Empleado;Emergencia;Divorciado;Doctorado;604;1;2022-04
2979;52;$87,514.00;Bueno;$29,230.00;13;6.0%;$49,952.00;4;Desempleado;Auto;Divorciado;Doctorado;815;1;2022-08
2980;60;$67,271.00;Malo;$23,210.00;27;13.5%;$13,530.00;0;Autónomo;Emergencia;Divorciado;Maestría;772;1;2022-04
2981;56;$91,998.00;Malo;$7,396.00;35;6.3%;$19,763.00;3;Desempleado;Emergencia;Soltero;Maestría;652;1;2022-05
2982;57;$99,808.00;Bueno;$16,963.00;15;7.7%;$22,479.00;5;Desempleado;Emergencia;Soltero;Preparatoria;526;1;2022-06
2983;62;$93,332.00;Malo;$47,216.00;7;7.7%;$41,661.00;2;Autónomo;Educación;Divorciado;Doctorado;536;1;2022-03
2984;61;$85,605.00;Bueno;$17,371.00;13;10.0%;$42,830.00;5;Desempleado;Vivienda;Casado;Preparatoria;839;1;2022-05
2985;32;$43,574.00;Bueno;$42,247.00;36;7.9%;$31,292.00;1;Empleado;Auto;Soltero;Preparatoria;755;1;2022-07
2986;46;$66,888.00;Regular;$21,115.00;34;11.2%;$14,725.00;2;Empleado;Educación;Divorciado;Maestría;821;1;2022-04
2987;31;$79,536.00;Regular;$20,184.00;13;8.2%;$39,683.00;0;Desempleado;Otros;Casado;Universidad;689;1;2022-08
2988;58;$76,128.00;Regular;$29,449.00;18;11.8%;$38,152.00;5;Autónomo;Emergencia;Soltero;Maestría;731;1;2022-06
2989;56;$94,076.00;Bueno;$4,271.00;8;11.0%;$1,349.00;1;Autónomo;Otros;Divorciado;Doctorado;814;1;2022-10
2990;41;$90,247.00;Bueno;$14,973.00;35;14.9%;$4,836.00;3;Autónomo;Educación;Soltero;Universidad;625;1;2022-12
2991;41;$63,537.00;Bueno;$36,769.00;6;7.1%;$7,913.00;3;Empleado;Vivienda;Divorciado;Maestría;825;1;2022-08
2992;30;$68,196.00;Regular;$40,881.00;34;11.3%;$20,101.00;4;Desempleado;Educación;Soltero;Universidad;727;1;2022-08
2993;50;$71,764.00;Malo;$34,875.00;13;8.4%;$7,487.00;3;Empleado;Educación;Divorciado;Preparatoria;542;1;2022-04
2994;53;$28,815.00;Bueno;$3,997.00;18;7.3%;$5,810.00;1;Autónomo;Auto;Soltero;Maestría;727;1;2022-06
2995;29;$66,783.00;Bueno;$39,539.00;11;6.6%;$36,154.00;0;Desempleado;Auto;Divorciado;Doctorado;622;1;2022-08
2996;27;$20,665.00;Malo;$32,934.00;20;8.0%;$27,534.00;2;Empleado;Educación;Divorciado;Universidad;848;1;2022-07
2997;53;$57,705.00;Bueno;$41,803.00;32;5.6%;$9,790.00;3;Autónomo;Educación;Divorciado;Universidad;830;1;2022-02
2998;23;$62,650.00;Bueno;$17,499.00;8;9.2%;$12,078.00;1;Desempleado;Emergencia;Divorciado;Doctorado;690;1;2022-12
2999;53;$30,390.00;Bueno;$6,440.00;15;6.6%;$23,799.00;0;Desempleado;Vivienda;Casado;Preparatoria;762;1;2022-11
3000;33;$23,118.00;Malo;$48,199.00;21;8.5%;$16,060.00;1;Autónomo;Otros;Soltero;Maestría;836;1;2022-03
3001;48;$81,623.00;Bueno;$14,318.00;11;10.5%;$22,778.00;4;Desempleado;Auto;Soltero;Doctorado;835;1;2022-12
3002;21;$90,460.00;Regular;$16,216.00;34;14.1%;$2,063.00;5;Desempleado;Otros;Soltero;Doctorado;838;1;2022-10
3003;44;$85,781.00;Regular;$39,824.00;7;14.7%;$3,844.00;0;Empleado;Vivienda;Soltero;Preparatoria;646;1;2022-08
3004;61;$47,276.00;Regular;$32,147.00;13;12.7%;$5,776.00;4;Empleado;Auto;Casado;Preparatoria;733;1;2022-07
3005;35;$83,189.00;Malo;$12,551.00;17;8.5%;$17,380.00;3;Empleado;Emergencia;Divorciado;Preparatoria;544;1;2022-04
3006;33;$53,280.00;Regular;$45,911.00;27;9.6%;$48,159.00;0;Autónomo;Emergencia;Divorciado;Maestría;508;1;2022-07
3007;59;$64,845.00;Bueno;$12,227.00;17;8.7%;$2,741.00;4;Empleado;Vivienda;Divorciado;Preparatoria;720;1;2022-05
3008;35;$44,132.00;Regular;$12,984.00;12;7.1%;$46,262.00;4;Autónomo;Vivienda;Soltero;Doctorado;590;1;2022-02
3009;38;$44,434.00;Malo;$36,274.00;22;13.1%;$19,128.00;3;Autónomo;Emergencia;Soltero;Preparatoria;723;1;2022-11
3010;37;$54,361.00;Bueno;$29,443.00;17;6.6%;$48,317.00;4;Desempleado;Otros;Divorciado;Doctorado;818;1;2022-08
3011;33;$90,514.00;Bueno;$42,222.00;36;5.6%;$16,592.00;2;Empleado;Vivienda;Casado;Universidad;518;1;2022-11
3012;63;$56,715.00;Bueno;$42,539.00;25;7.0%;$28,466.00;3;Desempleado;Auto;Divorciado;Universidad;566;1;2022-11
3013;45;$52,643.00;Bueno;$34,854.00;26;7.0%;$4,389.00;5;Autónomo;Vivienda;Casado;Preparatoria;794;1;2022-10
3014;27;$92,408.00;Malo;$1,595.00;13;9.7%;$31,215.00;0;Autónomo;Otros;Divorciado;Maestría;619;1;2022-02
3015;60;$49,697.00;Regular;$39,483.00;15;7.3%;$22,702.00;0;Desempleado;Emergencia;Casado;Doctorado;741;1;2022-09
3016;50;$85,219.00;Regular;$41,573.00;31;9.6%;$7,802.00;5;Desempleado;Educación;Casado;Preparatoria;770;1;2022-04
3017;28;$51,352.00;Malo;$9,313.00;15;9.1%;$42,196.00;2;Empleado;Educación;Soltero;Preparatoria;568;1;2022-03
3018;60;$84,116.00;Regular;$12,536.00;20;5.3%;$8,573.00;3;Desempleado;Otros;Soltero;Universidad;681;1;2022-03
3019;43;$21,691.00;Bueno;$35,582.00;24;14.0%;$47,418.00;5;Autónomo;Otros;Soltero;Doctorado;531;1;2022-07
3020;54;$75,862.00;Regular;$22,055.00;35;9.5%;$28,247.00;0;Empleado;Emergencia;Divorciado;Universidad;740;1;2022-02
3021;35;$70,773.00;Regular;$46,474.00;26;12.3%;$40,417.00;4;Desempleado;Otros;Divorciado;Maestría;634;1;2022-11
3022;43;$94,566.00;Malo;$41,303.00;20;8.4%;$6,658.00;1;Desempleado;Educación;Soltero;Doctorado;722;1;2022-03
3023;34;$50,083.00;Regular;$15,695.00;28;9.3%;$7,023.00;1;Desempleado;Auto;Casado;Preparatoria;748;1;2022-07
3024;50;$94,412.00;Bueno;$15,265.00;6;9.9%;$44,645.00;4;Desempleado;Otros;Soltero;Universidad;844;1;2022-08
3025;62;$91,431.00;Malo;$40,263.00;26;6.7%;$6,980.00;2;Desempleado;Otros;Soltero;Universidad;743;1;2022-02
3026;46;$80,731.00;Regular;$3,278.00;9;5.8%;$16,793.00;5;Autónomo;Emergencia;Soltero;Maestría;525;1;2022-04
3027;38;$70,831.00;Regular;$35,660.00;21;12.7%;$42,343.00;1;Autónomo;Educación;Soltero;Preparatoria;652;1;2022-06
3028;58;$46,612.00;Bueno;$7,234.00;34;11.2%;$28,106.00;5;Empleado;Vivienda;Divorciado;Doctorado;511;1;2022-10
3029;63;$56,653.00;Bueno;$27,997.00;22;14.9%;$5,546.00;0;Desempleado;Educación;Divorciado;Preparatoria;674;1;2022-07
3030;48;$75,754.00;Malo;$24,500.00;12;10.7%;$40,121.00;0;Desempleado;Auto;Casado;Universidad;587;1;2022-12
3031;47;$45,398.00;Regular;$32,502.00;23;13.6%;$27,367.00;2;Empleado;Vivienda;Soltero;Maestría;568;1;2022-06
3032;44;$23,402.00;Bueno;$40,437.00;33;7.2%;$20,609.00;5;Autónomo;Auto;Soltero;Doctorado;628;1;2022-08
3033;51;$83,602.00;Bueno;$15,975.00;9;6.6%;$48,154.00;1;Empleado;Educación;Casado;Maestría;637;1;2022-08
3034;35;$56,277.00;Bueno;$34,010.00;10;5.7%;$7,066.00;1;Desempleado;Emergencia;Soltero;Universidad;835;1;2022-03
3035;32;$89,340.00;Malo;$15,246.00;18;5.4%;$13,485.00;4;Empleado;Auto;Casado;Universidad;598;1;2022-03
3036;34;$75,556.00;Malo;$36,783.00;30;5.8%;$10,295.00;3;Empleado;Vivienda;Divorciado;Preparatoria;776;1;2022-12
3037;32;$70,936.00;Regular;$31,440.00;10;10.7%;$29,949.00;2;Desempleado;Otros;Casado;Universidad;760;1;2022-02
3038;19;$46,373.00;Malo;$35,666.00;36;6.0%;$27,164.00;4;Autónomo;Auto;Casado;Maestría;506;1;2022-06
3039;23;$73,405.00;Bueno;$42,330.00;15;9.8%;$49,026.00;1;Empleado;Educación;Casado;Preparatoria;532;1;2022-10
3040;48;$39,456.00;Bueno;$34,649.00;18;8.2%;$39,143.00;3;Desempleado;Educación;Divorciado;Preparatoria;646;1;2022-02
3041;18;$62,486.00;Malo;$40,532.00;33;10.4%;$6,464.00;0;Autónomo;Otros;Soltero;Universidad;524;1;2022-07
3042;58;$36,841.00;Regular;$14,932.00;23;12.7%;$26,389.00;3;Empleado;Otros;Soltero;Maestría;528;1;2022-02
3043;25;$41,251.00;Bueno;$27,049.00;10;8.2%;$39,088.00;1;Autónomo;Educación;Divorciado;Maestría;765;1;2022-10
3044;51;$63,552.00;Regular;$12,787.00;10;12.2%;$26,896.00;3;Desempleado;Otros;Soltero;Doctorado;553;1;2022-01
3045;30;$98,808.00;Malo;$8,781.00;15;9.3%;$19,393.00;3;Desempleado;Educación;Divorciado;Maestría;717;1;2022-06
3046;19;$29,985.00;Malo;$23,578.00;22;14.5%;$40,413.00;4;Empleado;Vivienda;Casado;Universidad;576;1;2022-11
3047;61;$53,692.00;Malo;$22,229.00;19;13.4%;$11,261.00;3;Autónomo;Emergencia;Soltero;Preparatoria;744;1;2022-03
3048;20;$72,623.00;Malo;$10,556.00;13;7.4%;$15,455.00;2;Autónomo;Vivienda;Casado;Universidad;843;1;2022-04
3049;55;$34,236.00;Regular;$30,257.00;20;8.4%;$7,728.00;2;Desempleado;Auto;Casado;Preparatoria;530;1;2022-06
3050;44;$91,465.00;Regular;$42,959.00;23;6.2%;$22,730.00;3;Autónomo;Vivienda;Divorciado;Doctorado;828;1;2022-07
3051;35;$54,185.00;Malo;$48,985.00;33;7.4%;$38,366.00;2;Empleado;Educación;Casado;Universidad;828;1;2022-02
3052;63;$96,264.00;Bueno;$42,338.00;22;6.6%;$1,711.00;0;Empleado;Emergencia;Soltero;Maestría;649;1;2022-08
3053;35;$67,827.00;Regular;$42,285.00;26;13.4%;$1,433.00;2;Autónomo;Educación;Soltero;Doctorado;728;1;2022-01
3054;33;$84,491.00;Malo;$33,237.00;29;9.6%;$25,762.00;1;Desempleado;Emergencia;Divorciado;Universidad;744;1;2022-12
3055;57;$70,040.00;Bueno;$13,292.00;9;11.5%;$28,778.00;1;Autónomo;Vivienda;Soltero;Maestría;659;1;2022-09
3056;20;$23,765.00;Malo;$8,388.00;22;11.6%;$8,870.00;0;Autónomo;Educación;Divorciado;Maestría;630;1;2022-05
3057;58;$28,572.00;Bueno;$25,607.00;22;10.1%;$15,815.00;1;Autónomo;Otros;Divorciado;Doctorado;603;1;2022-09
3058;25;$30,753.00;Bueno;$49,004.00;25;9.9%;$9,678.00;3;Empleado;Educación;Casado;Preparatoria;602;1;2022-02
3059;42;$35,940.00;Malo;$32,840.00;9;6.7%;$4,383.00;4;Autónomo;Otros;Divorciado;Maestría;835;1;2022-10
3060;41;$99,390.00;Bueno;$39,666.00;33;8.0%;$21,406.00;2;Empleado;Emergencia;Soltero;Preparatoria;649;1;2023-01
3061;39;$39,798.00;Bueno;$46,600.00;13;9.4%;$258.00;5;Empleado;Educación;Divorciado;Universidad;521;1;2022-09
3062;31;$60,891.00;Malo;$45,980.00;25;14.4%;$39,651.00;0;Empleado;Educación;Soltero;Universidad;835;1;2022-11
3063;32;$98,152.00;Regular;$12,781.00;25;6.7%;$7,896.00;1;Autónomo;Vivienda;Casado;Doctorado;607;1;2022-06
3064;60;$45,677.00;Regular;$22,989.00;24;10.5%;$31,087.00;0;Autónomo;Educación;Soltero;Universidad;589;1;2022-10
3065;22;$56,827.00;Bueno;$9,374.00;29;13.6%;$28,914.00;3;Desempleado;Vivienda;Soltero;Maestría;504;1;2022-05
3066;39;$23,016.00;Regular;$2,778.00;19;6.7%;$9,701.00;5;Desempleado;Emergencia;Soltero;Universidad;705;1;2022-04
3067;29;$82,755.00;Regular;$5,595.00;12;12.0%;$41,763.00;4;Desempleado;Otros;Casado;Universidad;551;1;2022-03
3068;46;$67,065.00;Bueno;$23,716.00;31;10.6%;$481.00;0;Empleado;Auto;Divorciado;Doctorado;577;1;2022-09
3069;26;$90,717.00;Bueno;$18,146.00;23;9.5%;$23,726.00;1;Desempleado;Emergencia;Casado;Universidad;747;1;2022-08
3070;46;$61,464.00;Malo;$13,421.00;19;10.4%;$4,848.00;4;Empleado;Vivienda;Soltero;Preparatoria;651;1;2022-10
3071;48;$43,300.00;Malo;$15,938.00;15;8.0%;$21,976.00;5;Empleado;Vivienda;Soltero;Doctorado;529;1;2022-03
3072;27;$25,626.00;Malo;$36,402.00;28;12.5%;$43,302.00;3;Empleado;Otros;Casado;Doctorado;684;1;2022-03
3073;49;$78,716.00;Malo;$1,978.00;9;7.9%;$45,365.00;5;Desempleado;Auto;Casado;Universidad;677;1;2022-11
3074;50;$68,089.00;Malo;$5,111.00;17;10.2%;$13,428.00;2;Autónomo;Auto;Divorciado;Doctorado;517;1;2022-03
3075;46;$92,798.00;Bueno;$47,817.00;29;14.4%;$20,271.00;1;Desempleado;Vivienda;Soltero;Preparatoria;597;1;2022-08
3076;53;$54,932.00;Malo;$29,004.00;31;10.1%;$32,895.00;4;Autónomo;Auto;Soltero;Universidad;741;1;2022-05
3077;22;$88,229.00;Malo;$21,754.00;25;11.3%;$24,500.00;0;Autónomo;Auto;Casado;Universidad;847;1;2022-09
3078;49;$91,684.00;Regular;$10,155.00;23;9.5%;$49,644.00;0;Empleado;Auto;Divorciado;Maestría;509;1;2022-12
3079;56;$59,017.00;Malo;$44,316.00;15;5.0%;$45,745.00;3;Desempleado;Auto;Divorciado;Preparatoria;699;1;2022-04
3080;65;$58,942.00;Regular;$7,440.00;13;7.3%;$4,425.00;0;Empleado;Auto;Divorciado;Universidad;570;1;2022-12
3081;27;$24,316.00;Regular;$3,608.00;19;12.6%;$20,812.00;3;Empleado;Otros;Divorciado;Doctorado;758;1;2022-02
3082;45;$59,411.00;Bueno;$34,228.00;10;13.8%;$13,049.00;2;Autónomo;Emergencia;Casado;Maestría;782;1;2022-11
3083;21;$59,158.00;Malo;$18,960.00;20;14.1%;$3,117.00;3;Empleado;Emergencia;Divorciado;Doctorado;674;1;2022-09
3084;38;$68,599.00;Regular;$48,057.00;9;7.9%;$39,776.00;1;Empleado;Vivienda;Divorciado;Preparatoria;709;1;2022-03
3085;39;$61,593.00;Regular;$49,721.00;8;12.0%;$26,493.00;0;Autónomo;Otros;Divorciado;Maestría;619;1;2022-02
3086;52;$61,190.00;Malo;$18,691.00;8;9.1%;$33,952.00;0;Autónomo;Vivienda;Divorciado;Doctorado;717;1;2022-10
3087;45;$70,897.00;Bueno;$28,973.00;26;9.4%;$23,003.00;3;Autónomo;Vivienda;Casado;Preparatoria;516;1;2022-10
3088;44;$76,706.00;Malo;$1,999.00;21;13.3%;$27,755.00;3;Autónomo;Auto;Soltero;Maestría;712;1;2022-12
3089;34;$49,214.00;Bueno;$21,930.00;21;6.3%;$45,811.00;2;Autónomo;Educación;Casado;Maestría;533;1;2022-12
3090;31;$67,101.00;Malo;$10,543.00;18;6.7%;$44,844.00;5;Desempleado;Otros;Casado;Universidad;808;1;2022-01
3091;54;$40,817.00;Regular;$11,886.00;22;8.0%;$14,542.00;5;Empleado;Auto;Casado;Doctorado;757;1;2022-04
3092;29;$56,757.00;Malo;$18,012.00;36;6.6%;$48,232.00;0;Desempleado;Auto;Soltero;Doctorado;506;1;2022-04
3093;61;$66,493.00;Malo;$38,363.00;25;9.4%;$3,263.00;3;Empleado;Educación;Divorciado;Universidad;754;1;2022-02
3094;21;$64,178.00;Bueno;$14,890.00;34;13.4%;$21,699.00;4;Autónomo;Vivienda;Casado;Universidad;745;1;2022-04
3095;64;$71,917.00;Bueno;$23,056.00;31;11.3%;$48,580.00;5;Empleado;Otros;Divorciado;Maestría;652;1;2022-12
3096;56;$73,841.00;Regular;$16,995.00;17;8.9%;$4,720.00;3;Autónomo;Educación;Soltero;Maestría;755;1;2022-05
3097;31;$67,360.00;Regular;$4,818.00;28;14.0%;$30,569.00;4;Desempleado;Auto;Casado;Maestría;777;1;2022-07
3098;34;$95,187.00;Regular;$47,063.00;31;13.1%;$44,847.00;3;Autónomo;Auto;Soltero;Doctorado;537;1;2022-11
3099;51;$74,005.00;Malo;$43,235.00;28;9.6%;$13,515.00;4;Desempleado;Auto;Soltero;Preparatoria;539;1;2022-11
3100;65;$79,011.00;Malo;$9,237.00;34;6.2%;$5,022.00;4;Autónomo;Vivienda;Divorciado;Maestría;726;1;2022-01
3101;30;$25,800.00;Bueno;$30,574.00;6;7.1%;$38,854.00;2;Empleado;Emergencia;Casado;Preparatoria;695;1;2022-01
3102;64;$61,433.00;Regular;$9,515.00;34;8.1%;$42,326.00;5;Empleado;Educación;Casado;Universidad;544;1;2022-02
3103;42;$29,826.00;Regular;$21,894.00;9;8.4%;$42,844.00;4;Empleado;Educación;Casado;Doctorado;786;1;2022-06
3104;18;$75,588.00;Malo;$7,529.00;17;5.7%;$41,708.00;5;Autónomo;Emergencia;Soltero;Preparatoria;647;1;2022-03
3105;46;$55,442.00;Regular;$36,548.00;22;14.7%;$2,298.00;0;Autónomo;Emergencia;Divorciado;Universidad;700;1;2022-11
3106;18;$43,935.00;Regular;$48,720.00;9;12.0%;$27,810.00;5;Desempleado;Vivienda;Divorciado;Universidad;640;1;2022-06
3107;65;$49,450.00;Bueno;$37,357.00;24;9.1%;$14,727.00;2;Empleado;Emergencia;Soltero;Universidad;570;1;2022-01
3108;64;$32,105.00;Malo;$47,759.00;22;5.9%;$34,314.00;3;Empleado;Emergencia;Soltero;Maestría;726;1;2022-03
3109;28;$27,039.00;Bueno;$2,030.00;32;8.6%;$8,191.00;4;Autónomo;Educación;Divorciado;Universidad;771;1;2022-07
3110;22;$43,443.00;Regular;$4,104.00;28;6.1%;$49,071.00;5;Desempleado;Auto;Soltero;Preparatoria;805;1;2022-02
3111;45;$39,990.00;Regular;$19,846.00;25;5.6%;$26,901.00;0;Empleado;Vivienda;Divorciado;Preparatoria;626;1;2022-09
3112;57;$94,866.00;Regular;$16,666.00;19;10.6%;$41,180.00;2;Autónomo;Otros;Divorciado;Doctorado;599;1;2022-03
3113;26;$73,621.00;Malo;$24,289.00;24;13.4%;$9,109.00;3;Desempleado;Auto;Divorciado;Preparatoria;604;1;2022-12
3114;37;$68,356.00;Regular;$1,824.00;9;14.1%;$31,390.00;2;Empleado;Emergencia;Divorciado;Universidad;686;1;2022-05
3115;62;$67,924.00;Regular;$6,627.00;21;13.2%;$25,724.00;3;Empleado;Educación;Divorciado;Maestría;842;1;2022-06
3116;29;$89,992.00;Regular;$3,804.00;14;12.0%;$35,390.00;5;Desempleado;Otros;Divorciado;Universidad;565;1;2022-09
3117;35;$43,835.00;Bueno;$23,165.00;21;13.4%;$22,374.00;5;Desempleado;Vivienda;Casado;Doctorado;775;1;2022-06
3118;48;$64,217.00;Regular;$46,576.00;7;15.0%;$47,892.00;2;Empleado;Otros;Divorciado;Maestría;813;1;2022-05
3119;58;$52,301.00;Malo;$5,213.00;22;10.8%;$27,966.00;1;Empleado;Auto;Divorciado;Doctorado;508;1;2022-05
3120;49;$70,526.00;Regular;$40,260.00;18;12.7%;$37,668.00;5;Autónomo;Otros;Divorciado;Doctorado;556;1;2022-05
3121;48;$52,199.00;Malo;$36,994.00;29;14.1%;$30,404.00;3;Desempleado;Emergencia;Casado;Universidad;819;1;2022-09
3122;25;$98,540.00;Bueno;$10,318.00;14;14.8%;$31,202.00;2;Empleado;Otros;Soltero;Doctorado;846;1;2022-09
3123;45;$54,679.00;Malo;$38,561.00;32;13.1%;$19,707.00;3;Desempleado;Otros;Casado;Universidad;684;1;2022-05
3124;18;$95,674.00;Regular;$19,547.00;6;9.5%;$9,042.00;5;Empleado;Emergencia;Divorciado;Maestría;515;1;2022-04
3125;30;$52,320.00;Regular;$1,330.00;25;8.8%;$1,295.00;1;Autónomo;Emergencia;Casado;Doctorado;577;1;2022-06
3126;48;$41,371.00;Malo;$24,197.00;22;8.2%;$8,933.00;3;Empleado;Educación;Casado;Preparatoria;682;1;2022-07
3127;65;$44,668.00;Malo;$49,383.00;20;5.3%;$6,671.00;5;Desempleado;Educación;Divorciado;Doctorado;710;1;2022-04
3128;49;$58,228.00;Bueno;$6,461.00;8;12.2%;$39,202.00;0;Autónomo;Auto;Divorciado;Doctorado;609;1;2022-01
3129;19;$78,299.00;Bueno;$36,240.00;22;14.4%;$13,874.00;1;Empleado;Educación;Soltero;Preparatoria;691;1;2022-11
3130;35;$83,344.00;Regular;$18,978.00;35;14.9%;$24,723.00;0;Empleado;Auto;Soltero;Doctorado;793;1;2022-10
3131;24;$95,511.00;Bueno;$31,526.00;11;14.5%;$30,342.00;5;Desempleado;Educación;Soltero;Doctorado;805;1;2022-07
3132;45;$24,574.00;Malo;$5,648.00;18;6.0%;$7,775.00;5;Empleado;Vivienda;Casado;Preparatoria;661;1;2022-10
3133;39;$93,384.00;Regular;$45,277.00;35;6.7%;$7,158.00;1;Autónomo;Auto;Soltero;Doctorado;838;1;2022-09
3134;38;$21,282.00;Regular;$11,692.00;7;14.4%;$39,212.00;4;Empleado;Otros;Divorciado;Universidad;599;1;2022-05
3135;65;$87,475.00;Malo;$49,407.00;32;11.0%;$42,381.00;3;Empleado;Emergencia;Soltero;Maestría;840;1;2022-11
3136;35;$44,999.00;Malo;$22,842.00;33;9.9%;$10,109.00;4;Desempleado;Educación;Divorciado;Preparatoria;783;1;2022-01
3137;36;$76,380.00;Regular;$4,306.00;28;8.6%;$19,739.00;1;Desempleado;Vivienda;Soltero;Universidad;667;1;2022-11
3138;42;$74,934.00;Bueno;$17,276.00;31;12.6%;$20,034.00;1;Autónomo;Otros;Casado;Doctorado;582;1;2022-08
3139;49;$25,180.00;Regular;$15,270.00;11;12.9%;$18,181.00;5;Autónomo;Otros;Divorciado;Maestría;593;1;2022-02
3140;42;$76,183.00;Bueno;$13,815.00;15;14.7%;$4,858.00;1;Empleado;Educación;Soltero;Doctorado;553;1;2022-09
3141;36;$40,560.00;Malo;$17,080.00;16;6.1%;$37,764.00;3;Autónomo;Emergencia;Soltero;Universidad;705;1;2022-03
3142;21;$64,814.00;Bueno;$39,795.00;27;13.3%;$11,795.00;0;Empleado;Emergencia;Divorciado;Doctorado;719;1;2022-12
3143;41;$76,944.00;Malo;$12,852.00;12;7.4%;$6,552.00;3;Autónomo;Vivienda;Divorciado;Universidad;756;1;2022-02
3144;53;$50,816.00;Regular;$31,563.00;24;8.7%;$34,737.00;5;Autónomo;Otros;Casado;Doctorado;817;1;2022-12
3145;46;$97,195.00;Malo;$11,839.00;34;6.8%;$16,153.00;2;Autónomo;Auto;Divorciado;Maestría;673;1;2022-10
3146;30;$27,256.00;Malo;$33,026.00;33;11.4%;$21,087.00;4;Desempleado;Auto;Casado;Maestría;674;1;2022-12
3147;43;$98,588.00;Malo;$13,338.00;7;7.9%;$4,019.00;3;Autónomo;Emergencia;Soltero;Universidad;745;1;2022-09
3148;47;$43,661.00;Regular;$23,185.00;32;9.1%;$10,775.00;1;Empleado;Otros;Divorciado;Maestría;722;1;2022-01
3149;20;$68,517.00;Bueno;$41,294.00;32;10.2%;$7,185.00;3;Empleado;Emergencia;Soltero;Preparatoria;676;1;2022-03
3150;22;$45,943.00;Bueno;$20,241.00;35;7.7%;$42,059.00;4;Desempleado;Emergencia;Casado;Universidad;774;1;2022-10
3151;40;$57,702.00;Bueno;$32,430.00;21;14.5%;$35,493.00;4;Desempleado;Auto;Soltero;Preparatoria;562;1;2022-02
3152;30;$34,412.00;Malo;$12,329.00;18;9.7%;$15,656.00;0;Autónomo;Auto;Soltero;Maestría;523;1;2022-06
3153;49;$62,185.00;Bueno;$36,078.00;32;12.0%;$10,380.00;4;Empleado;Educación;Soltero;Preparatoria;715;1;2022-03
3154;39;$29,606.00;Regular;$12,291.00;28;14.1%;$8,035.00;3;Autónomo;Vivienda;Soltero;Preparatoria;572;1;2022-06
3155;62;$67,356.00;Malo;$20,345.00;6;5.9%;$36,859.00;3;Empleado;Auto;Soltero;Universidad;718;1;2022-05
3156;55;$20,959.00;Malo;$10,902.00;33;10.4%;$13,761.00;4;Empleado;Otros;Divorciado;Maestría;562;1;2022-02
3157;45;$74,440.00;Regular;$21,980.00;28;11.8%;$11,386.00;5;Autónomo;Otros;Casado;Preparatoria;752;1;2022-05
3158;32;$68,613.00;Bueno;$23,680.00;13;14.0%;$46,749.00;4;Desempleado;Otros;Casado;Doctorado;593;1;2022-06
3159;56;$66,366.00;Regular;$45,792.00;28;8.6%;$29,025.00;4;Autónomo;Emergencia;Soltero;Universidad;540;1;2022-06
3160;60;$66,039.00;Regular;$9,878.00;18;9.5%;$41,540.00;1;Empleado;Emergencia;Divorciado;Preparatoria;617;1;2022-05
3161;39;$66,080.00;Malo;$48,907.00;23;10.4%;$40,476.00;1;Desempleado;Emergencia;Soltero;Maestría;663;1;2022-09
3162;27;$62,162.00;Bueno;$49,381.00;17;13.2%;$148.00;3;Empleado;Otros;Divorciado;Universidad;704;1;2022-01
3163;63;$66,142.00;Regular;$8,918.00;26;12.3%;$34,200.00;3;Desempleado;Emergencia;Divorciado;Doctorado;635;1;2022-04
3164;55;$26,488.00;Malo;$6,342.00;8;11.4%;$37,931.00;5;Autónomo;Educación;Casado;Universidad;763;1;2022-11
3165;18;$40,433.00;Regular;$33,378.00;11;6.9%;$28,954.00;5;Autónomo;Otros;Divorciado;Maestría;845;1;2022-11
3166;31;$21,230.00;Regular;$37,423.00;12;14.3%;$20,907.00;1;Empleado;Auto;Soltero;Maestría;694;1;2022-05
3167;45;$40,971.00;Regular;$7,287.00;20;11.2%;$30,659.00;1;Desempleado;Emergencia;Casado;Universidad;805;1;2022-08
3168;32;$55,973.00;Bueno;$25,446.00;23;9.2%;$44,644.00;5;Empleado;Educación;Casado;Doctorado;612;1;2022-04
3169;57;$51,896.00;Regular;$10,007.00;13;12.1%;$8,403.00;1;Autónomo;Emergencia;Casado;Maestría;654;1;2022-06
3170;22;$48,588.00;Malo;$3,629.00;22;10.1%;$15,407.00;5;Autónomo;Vivienda;Soltero;Maestría;833;1;2022-10
3171;61;$49,694.00;Regular;$4,754.00;18;5.6%;$35,563.00;2;Desempleado;Educación;Soltero;Doctorado;609;1;2022-01
